OG0001871	macromolecule glycosylation
OG0001093	N-acetylgalactosamine-4-sulfatase activity
OG0003304	Platelet-activating factor acetylhydrolase, isoform II
OG0005056	Specifically methylates the 50S ribosomal protein L3 on a specific glutamine residue
OG0001333	mismatched DNA binding
OG0007530	HNH endonuclease
OG0006281	PFAM Aspartate ornithine carbamoyltransferase, carbamoyl-P binding
OG0007017	negative regulation of phosphatase activity
OG0001532	oxidation-reduction process
OG0001407	Adenylate and Guanylate cyclase catalytic domain
OG0000901	Alpha beta hydrolase
OG0006724	Dynein light chain
OG0002336	axoneme assembly
OG0002821	UMP salvage
OG0001813	Belongs to the aldehyde dehydrogenase family
OG0007160	Belongs to the VPS29 family
OG0003943	RING-H2 finger protein
OG0006299	Lysophospholipase-like protein 1
OG0006298	homoserine kinase activity
OG0003616	Dual specificity phosphatase, catalytic domain
OG0007082	Heat shock protein
OG0007068	Methylphosphate capping
OG0004240	phosphate ion transport
OG0000008	homolog subfamily B member
OG0002090	pseudouridine synthase activity
OG0000136	palmitoyl-(protein) hydrolase activity
OG0006445	26S proteasome non-ATPase regulatory subunit
OG0001313	DNA photolyase activity
OG0003020	-
OG0000232	Cold shock protein domain
OG0002664	Ribosomal L38e protein family
OG0000306	chromatin remodeling
OG0000063	Catechol O-methyltransferase
OG0003961	Belongs to the DHHC palmitoyltransferase family
OG0006721	-
OG0002098	FF domain
OG0000212	1,3-beta-D-glucan synthase activity
OG0005432	Skp1-protein -hydroxyproline N-acetylglucosaminyltransferase, family GT60. Source PGD
OG0000700	Serine/Threonine protein kinases, catalytic domain
OG0001133	dynein, light chain
OG0002931	Phytanoyl-CoA dioxygenase (PhyH)
OG0003482	Carboxylesterase family
OG0006803	Catalyzes the condensation reaction of fatty acid synthesis by the addition to an acyl acceptor of two carbons from malonyl-ACP. Catalyzes the first condensation reaction which initiates fatty acid synthesis and may therefore play a role in governing the total rate of fatty acid production. Possesses both acetoacetyl-ACP synthase and acetyl transacylase activities. Its substrate specificity determines the biosynthesis of branched- chain and or straight-chain of fatty acids
OG0002210	cell division cycle 5-like
OG0001319	calmodulin-dependent protein kinase activity
OG0000025	retrograde vesicle-mediated transport, Golgi to ER
OG0005486	Tim17/Tim22/Tim23/Pmp24 family
OG0004420	Protein of unknown function (DUF1115)
OG0000130	Glyceraldehyde-3-phosphate dehydrogenase
OG0005863	Belongs to the thiolase family
OG0003712	Rhodanese Homology Domain
OG0004140	oxidation-reduction process
OG0001796	Glutamine synthetase type III N terminal
OG0001975	60S ribosomal protein
OG0000583	Catalytic subunit of the tRNA-splicing ligase complex that acts by directly joining spliced tRNA halves to mature-sized tRNAs by incorporating the precursor-derived splice junction phosphate into the mature tRNA as a canonical 3',5'- phosphodiester. May act as
OG0006795	Dpy-30 motif
OG0000183	Cyclic nucleotide-monophosphate binding domain
OG0005925	Photosystem I reaction centre subunit XI
OG0003823	RNA-binding, Nab2-type zinc finger
OG0000184	negative regulation of ryanodine-sensitive calcium-release channel activity
OG0002458	Rotamase-domain-containing protein
OG0006830	N-terminal Xaa-Pro-Lys N-methyltransferase 1
OG0000566	ribosomal protein
OG0005046	PFAM Amidase
OG0000172	acyl-activating enzyme
OG0002830	Protein kinase domain
OG0001545	Carboxylesterase family
OG0001534	Conserved region in glutamate synthase
OG0006942	Calcineurin-like phosphoesterase. Source PGD
OG0003534	belongs to the protein kinase superfamily
OG0003691	cilium movement
OG0006854	exonuclease activity
OG0005598	erythrocyte development
OG0000993	ATP-dependent Clp protease adaptor protein ClpS
OG0003501	transcription factor binding
OG0002923	C-4 methylsterol oxidase activity
OG0000014	Protein phosphatase 2A homologues, catalytic domain.
OG0004176	G protein-coupled receptor 89 isoform 5
OG0004729	Nucleotide-sugar transporter
OG0000232	Cold shock
OG0005580	PFAM AhpC TSA family
OG0000975	Alpha-amylase
OG0001678	all-trans-retinol 13,14-reductase activity
OG0006283	One of the essential components for the initiation of protein synthesis. Stabilizes the binding of IF-2 and IF-3 on the 30S subunit to which N-formylmethionyl-tRNA(fMet) subsequently binds. Helps modulate mRNA selection, yielding the 30S pre- initiation complex (PIC). Upon addition of the 50S ribosomal subunit IF-1, IF-2 and IF-3 are released leaving the mature 70S translation initation complex
OG0001345	Histone deacetylase domain
OG0007102	Associates with the EF-Tu.GDP complex and induces the exchange of GDP to GTP. It remains bound to the aminoacyl-tRNA.EF- Tu.GTP complex up to the GTP hydrolysis stage on the ribosome
OG0000416	Capsular polysaccharide synthesis protein
OG0001317	Belongs to the ATG8 family
OG0005242	Acetyltransferase (GNAT) family
OG0003792	DHH family
OG0007247	Carboxy-terminal domain RNA polymerase II polypeptide A small phosphatase
OG0007246	Nitronate monooxygenase
OG0006606	Elongation factor G C-terminus
OG0002457	Pyridoxal-dependent decarboxylase, pyridoxal binding domain
OG0000849	Belongs to the peroxidase family
OG0003661	FAD binding
OG0002005	Belongs to the 5'-nucleotidase family
OG0004244	Belongs to the mitochondrial carrier (TC 2.A.29) family
OG0000098	FK506 binding
OG0006641	ABC1 family
OG0001464	CAP_GLY
OG0003913	secondary active sulfate transmembrane transporter activity
OG0006475	Calcium-binding protein
OG0003186	1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase delta-4
OG0003239	KIAA1430 homologue
OG0002835	Belongs to the thiolase family
OG0005929	TENA/THI-4/PQQC family
OG0000094	translation elongation factor activity
OG0007041	negative regulation of glucokinase activity
OG0000852	Protease Do-like 1, chloroplastic
OG0002384	Efflux ABC transporter, permease ATP-binding protein
OG0003680	fad dependent oxidoreductase
OG0000242	Serine/Threonine protein kinases, catalytic domain
OG0000403	Belongs to the adenylate kinase family
OG0000385	COG1020 Non-ribosomal peptide synthetase modules and related proteins
OG0004154	exonuclease activity
OG0000189	synthase
OG0003900	DegT/DnrJ/EryC1/StrS aminotransferase family
OG0007403	Binds 23S rRNA and is also seen to make contacts with the A and possibly P site tRNAs
OG0007416	Nuclear receptor coactivator
OG0003267	Peptidylprolyl isomerase
OG0002293	Specifically methylates the cytosine at position 967 (m5C967) of 16S rRNA
OG0003946	non-haem dioxygenase in morphine synthesis N-terminal
OG0006407	DTW domain
OG0000782	Produces ATP from ADP in the presence of a proton gradient across the membrane
OG0007047	alpha/beta hydrolase fold
OG0004881	Belongs to the cullin family
OG0000279	histone deacetylase
OG0004563	Domain in Tre-2, BUB2p, and Cdc16p. Probable Rab-GAPs.
OG0001556	UDP-N-acetylhexosamine pyrophosphorylase. Source PGD
OG0003803	Belongs to the lyase 1 family. Adenylosuccinate lyase subfamily
OG0004093	Alpha amylase, C-terminal all-beta domain
OG0004514	homolog subfamily B member
OG0000970	Permeases of the major facilitator superfamily
OG0003034	calcium-dependent cysteine-type endopeptidase activity
OG0005013	tyrosyl-tRNA synthetase
OG0007399	ATP synthase (E/31 kDa) subunit
OG0000084	Eukaryotic initiation factor 4A-III. Source PGD
OG0006574	Belongs to the oxygen-dependent FAD-linked oxidoreductase family
OG0006864	Structural maintenance of chromosomes protein
OG0007576	cysteine desulfurase activity
OG0006598	transferase CAF17 homolog
OG0004218	signal release from synapse
OG0005896	dipeptidyl-peptidase activity
OG0001435	Belongs to the ATPase C chain family
OG0005214	EF-hand domain pair
OG0004534	protein serine/threonine kinase activity
OG0000532	Ion channel
OG0004465	DnaJ molecular chaperone homology domain
OG0000776	phosphatidylcholine-translocating ATPase activity
OG0007433	NAD:arginine ADP-ribosyltransferase
OG0000346	Poly (ADP-ribose) polymerase
OG0001883	Adenylate kinase, active site lid
OG0003338	Acetyltransferase (GNAT) family
OG0000293	ribosomal protein
OG0003382	Mediates zinc uptake. May also transport other divalent cations
OG0003520	Catalyzes the isomerization of sulfoquinovose (SQ) to 6- deoxy-6-sulfo-D-fructose (SF)
OG0005247	zinc finger
OG0003140	ATP synthesis coupled proton transport
OG0000351	transporter
OG0000334	InterPro DEAD DEAH box helicase
OG0004557	regulation of endocannabinoid signaling pathway
OG0004466	Partial alpha/beta-hydrolase lipase region
OG0002737	Destroys radicals which are normally produced within the cells and which are toxic to biological systems
OG0002477	hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds
OG0000599	Prolyl 4-hydroxylase alpha subunit homologues.
OG0006039	DnaJ protein homolog
OG0000926	Pathogen-related
OG0004994	ABC-type multidrug transport system ATPase and permease
OG0002064	Structural maintenance of chromosomes protein
OG0005645	threonine-type endopeptidase activity
OG0005787	Far upstream element (FUSE) binding protein 3
OG0005525	[acyl-carrier-protein] S-malonyltransferase activity
OG0000540	Part of the outer membrane protein assembly complex, which is involved in assembly and insertion of beta-barrel proteins into the outer membrane
OG0005633	PITH domain
OG0006083	axoneme assembly
OG0006595	regulation of plasma membrane sterol distribution
OG0004361	X-domain of DnaJ-containing
OG0002266	helicase activity
OG0001399	Serine threonine-protein kinase
OG0000171	Glycosyl hydrolase family 1
OG0001241	negative regulation of DNA damage checkpoint
OG0001662	Source PGD
OG0007194	-
OG0001244	negative regulation of vascular smooth muscle cell proliferation
OG0000419	Calcium calmodulin-dependent protein kinase
OG0000793	Belongs to the cytochrome P450 family
OG0002805	Flavin containing amine oxidoreductase
OG0001161	RNA recognition motif
OG0007427	helicase activity
OG0000584	Mini-chromosome maintenance protein 2
OG0000113	Extension to Ser/Thr-type protein kinases
OG0002294	Interferon-inducible GTPase
OG0001349	Urea transporter
OG0003464	Coatomer (COPI) alpha subunit C-terminus
OG0002443	ATP-dependent RNA helicase
OG0002561	ubiquitin-protein transferase activity
OG0000718	aspartic-type endopeptidase activity
OG0000323	Superkiller viralicidic activity 2 family 2
OG0003180	Alpha-kinase family
OG0005216	-
OG0003801	Catalyzes the reversible conversion of 3- phosphohydroxypyruvate to phosphoserine and of 3-hydroxy-2-oxo-4- phosphonooxybutanoate to phosphohydroxythreonine
OG0006306	acetyl-CoA transmembrane transporter activity
OG0001840	Fatty acid desaturase
OG0007716	N,N-dimethylaniline monooxygenase activity
OG0002540	WW domain-containing oxidoreductase
OG0007131	intracellular protein transport
OG0006866	Responsible for synthesis of pseudouridine from uracil- 13 in transfer RNAs
OG0003967	ABC1 family
OG0004582	Protein of unknown function, DUF393
OG0000213	Methyltransferase domain
OG0005121	PolyA polymerase
OG0001337	ubiE/COQ5 methyltransferase family
OG0000678	oxidation-reduction process
OG0006893	Belongs to the DHHC palmitoyltransferase family
OG0006217	Nardilysin (N-arginine dibasic convertase)
OG0005843	selenocysteine insertion sequence binding
OG0005644	racemase activity, acting on amino acids and derivatives
OG0002866	Hint module
OG0005563	dual specificity protein
OG0005967	Protein of unknown function (DUF1077)
OG0002466	Scd6-like Sm domain
OG0002889	SET domain
OG0005698	maintenance of protein location in nucleus
OG0003229	YT521-B-like domain
OG0002942	Catalytic LigB subunit of aromatic ring-opening dioxygenase
OG0004298	Inosine-uridine preferring nucleoside hydrolase
OG0000977	Activating signal cointegrator 1 complex subunit
OG0001276	Plays a fundamental role in microtubule organizing center structure and function. Component of the infraciliary lattice (ICL) and the ciliary basal bodies
OG0003794	Scaffold protein Nfu/NifU N terminal
OG0006034	molecular chaperone
OG0001978	Serine threonine-protein phosphatase
OG0000005	kinesin. Source PGD
OG0001102	C-terminal domain of 1-Cys peroxiredoxin
OG0000333	Fructose-bisphosphate aldolase class-II
OG0000178	structural constituent of ribosome
OG0001265	protein disulfide oxidoreductase activity
OG0001159	dioxygenase activity
OG0000157	ATPase activity, coupled to transmembrane movement of substances
OG0003064	phosphopantetheine binding
OG0006560	Initiation factor
OG0000506	LSM6 homolog, U6 small nuclear RNA
OG0002606	DNA-dependent ATPase and 5'-3' DNA helicase required for the maintenance of both mitochondrial and nuclear genome stability
OG0005560	dynein heavy chain binding
OG0003400	Dephospho-CoA kinase
OG0001065	calcium-dependent cysteine-type endopeptidase activity
OG0003524	Pyridoxal-dependent decarboxylase, C-terminal sheet domain
OG0001843	alpha-amylase
OG0004472	sperm axoneme assembly
OG0004922	u6 snRNA-associated
OG0002337	ATPase activity, coupled to transmembrane movement of substances
OG0000783	SNARE associated Golgi protein
OG0004250	magnesium ion homeostasis
OG0005350	hydrolase activity, acting on ester bonds
OG0005370	Rab subfamily of small GTPases
OG0006610	Rab subfamily of small GTPases
OG0000128	Source PGD
OG0000969	Belongs to the iron ascorbate-dependent oxidoreductase family
OG0005341	oxidoreductase activity
OG0002854	protein serine/threonine kinase activity
OG0004954	NUC153 domain
OG0001853	Belongs to the class-I aminoacyl-tRNA synthetase family
OG0002885	Protease II
OG0004589	TatD related DNase
OG0005816	Arginase family
OG0005021	Structure-specific nuclease with 5'-flap endonuclease and 5'-3' exonuclease activities involved in DNA replication and repair. During DNA replication, cleaves the 5'-overhanging flap structure that is generated by displacement synthesis when DNA polymerase encounters the 5'-end of a downstream Okazaki fragment. It enters the flap from the 5'-end and then tracks to cleave the flap base, leaving a nick for ligation. Also involved in the long patch base excision repair (LP-BER) pathway, by cleaving within the apurinic apyrimidinic (AP) site-terminated flap. Acts as a genome stabilization factor that prevents flaps from equilibrating into structurs that lead to duplications and deletions. Also possesses 5'-3' exonuclease activity on nicked or gapped double- stranded DNA, and exhibits RNase H activity. Also involved in replication and repair of rDNA and in repairing mitochondrial DNA
OG0004873	Belongs to the peptidase C1 family
OG0006903	flavin adenine dinucleotide binding. It is involved in the biological process described with oxidation-reduction process
OG0001854	Far upstream element-binding protein
OG0006187	Prenylcysteine lyase
OG0001133	outer dynein arm light chain 8
