OG0000847	PFAM short chain dehydrogenase
OG0000895	60S ribosomal protein L7
OG0001556	6-phosphofructo-2-kinase
OG0000113	Protein tyrosine kinase
OG0005507	Ubiquinol-cytochrome c reductase iron-sulfur subunit
OG0004772	peptidyl-prolyl isomerase
OG0003847	triglyceride mobilization
OG0000895	60S ribosomal Protein
OG0000615	Kinase-like
OG0000372	aspartic-type endopeptidase activity
OG0004753	Pescadillo. Source PGD
OG0000466	Belongs to the peroxidase family
OG0006769	Checkpoint with forkhead and ring finger domains, E3 ubiquitin protein ligase
OG0001873	Ribosomal L37ae protein family
OG0002776	DNA-directed RNA polymerase
OG0005090	Endonuclease/Exonuclease/phosphatase family
OG0000645	Peroxidase
OG0001984	Aldo/keto reductase family
OG0005317	Programmed cell death
OG0000696	p25-alpha
OG0005312	Lipopolysaccharide kinase (Kdo/WaaP) family
OG0007470	RNA uridylyltransferase activity
OG0008455	2OG-Fe(II) oxygenase
OG0000514	protein kinase C activity
OG0000669	Belongs to the phosphatase 2A regulatory subunit
OG0005674	Cytochrome b6-f complex iron-sulfur subunit
OG0006251	ATP-dependent RNA helicase activity
OG0003541	glutamine synthetase
OG0007571	RNA binding
OG0010083	pectin acetylesterase activity
OG0008069	ATP binding to DnaK triggers the release of the substrate protein, thus completing the reaction cycle. Several rounds of ATP-dependent interactions between DnaJ, DnaK and GrpE are required for fully efficient folding. Also involved, together with DnaK and GrpE, in the DNA replication of plasmids through activation of initiation proteins
OG0004033	calcium ion binding
OG0009363	phosphoglycerate dehydrogenase activity
OG0000556	Microtubule binding
OG0000787	ubiquitin modification-dependent histone binding
OG0004972	GTPase of unknown function C-terminal
OG0000992	translation elongation factor activity
OG0000207	metalloendopeptidase activity
OG0007682	Protein tyrosine kinase
OG0001838	vacuolar transport
OG0005783	phytanoyl-CoA dioxygenase activity
OG0009877	RAP domain
OG0000694	regulation of translation
OG0006272	poly(A)-specific ribonuclease activity
OG0002480	Co-chaperone-curved DNA binding protein A
OG0004578	acylglycerol lipase activity
OG0003329	Component of the ubiquinol-cytochrome c reductase complex (complex III or cytochrome b-c1 complex) that is part of the mitochondrial respiratory chain. The b-c1 complex mediates electron transfer from ubiquinol to cytochrome c. Contributes to the generation of a proton gradient across the mitochondrial membrane that is then used for ATP synthesis
OG0009103	NAD(P)H-binding
OG0000750	Belongs to the protein kinase superfamily
OG0000412	Photosystem I psaA/psaB protein
OG0001104	COG0491 Zn-dependent hydrolases, including glyoxylases
OG0003039	Calcium calmodulin-dependent protein kinase
OG0000224	Belongs to the pseudouridine synthase RluA family
OG0004075	Alpha-L-fucosidase
OG0002556	positive regulation of TOR signaling
OG0001269	Oxidoreductase family, NAD-binding Rossmann fold
OG0007956	Belongs to the peptidase C1 family
OG0007865	cysteine dioxygenase activity. It is involved in the biological process described with
OG0010177	Peptidase M76 family
OG0004563	UDP-N-acetylhexosamine pyrophosphorylase. Source PGD
OG0001736	depolymerase
OG0003567	WD domain, G-beta repeat
OG0007281	adenosine deaminase activity
OG0009910	process utilizing autophagic mechanism
OG0001232	Serine/threonine phosphatases, family 2C, catalytic domain
OG0004866	Cytochrome b5
OG0000509	ribosomal protein
OG0003131	Protein kinase domain
OG0005705	Serine aminopeptidase, S33
OG0000478	RNA-binding protein C17H9.04c
OG0007902	acetolactate synthase activity
OG0002175	Serine threonine-protein kinase Chk2
OG0000982	dihydrolipoyl dehydrogenase activity
OG0009526	ATPase activity, coupled to transmembrane movement of substances
OG0004058	carnitine:acyl carnitine antiporter activity
OG0000284	sequence-specific DNA binding transcription factor activity
OG0000032	Protein phosphatase 2A homologues, catalytic domain.
OG0001191	E3 ubiquitin-protein ligase
OG0001075	nucleic acid binding
OG0000999	ABC transporter
OG0006488	N-methylnicotinate transmembrane transporter activity
OG0007145	PKHD-type hydroxylase At1g22950-like
OG0001241	Photosystem I reaction center subunit IV
OG0001036	proton export across plasma membrane
OG0008736	phosphopantothenate--cysteine ligase activity
OG0010094	Rab subfamily of small GTPases
OG0005341	Specifically methylates the N4 position of cytidine in position 1402 (C1402) of 16S rRNA
OG0002618	AI-2E family transporter
OG0000719	Nucleoredoxin
OG0001722	Peroxidase
OG0002202	3-hydroxyacyl-CoA dehydrogenase, NAD binding domain
OG0002957	phosphate ion transport
OG0004487	protein serine/threonine phosphatase activity
OG0003014	acetylcholine transport
OG0006782	Belongs to the DEAD box helicase family
OG0001874	deSI-like protein At4g17486
OG0007629	purine nucleosidase activity
OG0001171	guanylate cyclase activity
OG0003547	Small nuclear ribonucleoprotein
OG0007631	protein folding
OG0000017	phosphatidylcholine-translocating ATPase activity
OG0006154	lysophospholipid acyltransferase activity
OG0001048	Speckle-type POZ protein-like protein
OG0000005	Protein tyrosine kinase
OG0004042	Alkylglycerol monooxygenase
OG0008260	Uncharacterised ACR, YagE family COG1723
OG0001397	glycosyl
OG0009590	ubiquitin-protein transferase activity
OG0009425	peptidase U32
OG0000687	OTU-like cysteine protease
OG0002537	Ferredoxin-fold anticodon binding domain
OG0007119	FIST C domain
OG0005807	oxidation-reduction process
OG0000812	Replication factor-A protein 1, N-terminal domain
OG0009056	phosphoribosyl-ATP diphosphatase activity
OG0000910	8-oxo-dGTP phosphohydrolase activity
OG0000040	receptor-like serine threonine-protein kinase
OG0005968	phosphatase 2C
OG0000244	Source PGD
OG0006986	It is involved in the biological process described with protein folding
OG0007853	2OG-Fe(II) oxygenase superfamily
OG0008728	magnesium protoporphyrin IX methyltransferase
OG0008863	Radical SAM superfamily
OG0008737	DNA polymerase iota
OG0007892	Belongs to the peptidase C1 family
OG0007280	Brefeldin A-inhibited guanine nucleotide-exchange protein
OG0004422	E3 ubiquitin-protein ligase
OG0001941	Acetyl-coenzyme A transporter 1
OG0006131	phospholipase D
OG0003416	Leucine-rich repeat
OG0009405	Aldo/keto reductase family
OG0010020	2-aminoadipate transaminase activity
OG0000307	60S ribosomal protein L22. Source PGD
OG0004804	Oxidoreductase family, NAD-binding Rossmann fold
OG0000211	molecular chaperone
OG0000687	OTU domain-containing protein At3g57810-like
OG0001190	ATP binding to DnaK triggers the release of the substrate protein, thus completing the reaction cycle. Several rounds of ATP-dependent interactions between DnaJ, DnaK and GrpE are required for fully efficient folding. Also involved, together with DnaK and GrpE, in the DNA replication of plasmids through activation of initiation proteins
OG0000097	Phosphoenolpyruvate carboxykinase (ATP)
OG0000955	magnesium ion export from mitochondrion
OG0007426	Belongs to the mitochondrial carrier (TC 2.A.29) family
OG0000016	molecular chaperone
OG0006330	mitochondrial pyruvate transmembrane transport
OG0008841	hypoxanthine salvage
OG0008533	ubiquitin conjugating enzyme activity
OG0009325	CDPK-related protein kinase
OG0002916	phospholipase
OG0008205	FAD dependent oxidoreductase
OG0000683	radicals which are normally produced within the cells and which are toxic to biological systems
OG0002428	serine-type carboxypeptidase activity
OG0000497	Domain of unknown function (DUF1966)
OG0009647	prolyl 4-hydroxylase
OG0002886	ATP binding to DnaK triggers the release of the substrate protein, thus completing the reaction cycle. Several rounds of ATP-dependent interactions between DnaJ, DnaK and GrpE are required for fully efficient folding. Also involved, together with DnaK and GrpE, in the DNA replication of plasmids through activation of initiation proteins
OG0009255	C2 domain of PTEN tumour-suppressor protein
OG0001644	Belongs to the adaptor complexes small subunit family
OG0003020	Heterogeneous nuclear ribonucleoprotein
OG0005529	Belongs to the protein-tyrosine phosphatase family. Non-receptor class dual specificity subfamily
OG0002699	Flavodoxin
OG0000605	RING-like zinc finger
OG0009995	LrgB-like family
OG0008860	tRNA pseudouridylate synthase B C-terminal domain
OG0005224	Glutathione S-transferase, C-terminal domain
OG0000067	cGMP-dependent protein kinase activity
OG0000298	peptide chain release factor
OG0007919	exonuclease activity
OG0005343	Lytic transglycolase
OG0007759	Leucine-rich repeat-containing protein 56.. Source PGD
OG0001949	Deoxyribodipyrimidine photo-lyase activity. It is involved in the biological process described with DNA repair
OG0000564	Domain in Tre-2, BUB2p, and Cdc16p. Probable Rab-GAPs.
OG0004959	Gtr1/RagA G protein conserved region
OG0000895	maturation of LSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)
OG0000721	ATP-dependent microtubule motor activity, minus-end-directed
OG0006791	cellular component assembly
OG0007367	EF-hand domain
OG0001795	PFAM alpha beta hydrolase fold
OG0003452	Cobalamin synthesis protein cobW C-terminal domain
OG0000017	ABC transporter B family member
OG0007113	non-motile cilium assembly
OG0004110	RNA binding domain
OG0009751	Von Willebrand factor type A domain
OG0009142	intracellular transport of viral protein in host cell
OG0001532	protein folding
OG0008826	MAP kinase kinase kinase activity
OG0008825	pantothenate kinase
OG0003559	Belongs to the synaptobrevin family
OG0002935	protein with SCP PR1 domains
OG0000681	C-terminal domain of 1-Cys peroxiredoxin
OG0002946	ubiquitin-protein transferase activity
OG0008532	-
OG0000141	Multidrug resistance-associated protein
OG0007982	Prolyl oligopeptidase family
OG0003752	Dynamin family
OG0000025	nuclear-transcribed mRNA catabolic process, nonsense-mediated decay
OG0004849	HAD-hyrolase-like
OG0000158	Ribonucleotide reductase, small chain
OG0000116	ATP binding
OG0001181	Hydrolyzes acetyl esters in homogalacturonan regions of pectin. In type I primary cell wall, galacturonic acid residues of pectin can be acetylated at the O-2 and O-3 positions. Decreasing the degree of acetylation of pectin gels in vitro alters their physical properties
OG0002950	ATP12 chaperone protein
OG0009854	Cysteine-rich PDZ-binding
OG0007934	Rab subfamily of small GTPases
OG0004046	Transmembrane E3 ubiquitin-protein ligase
OG0005946	Peptidyl-prolyl cis-trans isomerase-like 4
OG0000487	External alternative NAD(P)H-ubiquinone oxidoreductase
OG0000131	Structural constituent of ribosome. It is involved in the biological process described with
OG0007811	D-isomer specific 2-hydroxyacid dehydrogenase, NAD binding domain
OG0003260	-
OG0008943	Belongs to the DapA family
OG0003347	Protein phosphatase 2b regulatory
OG0001075	poly(U) RNA binding
OG0002784	Serine threonine-protein phosphatase 2A 65 kDa regulatory subunit A alpha
OG0008125	Belongs to the actin family
OG0007944	BTB/POZ domain
OG0000848	SNF2 RAD54 helicase family protein
OG0003888	microtubule motor activity
OG0001868	pectin acetylesterase activity
OG0008058	Phosphoglycerate mutase family
OG0006910	Family of unknown function (DUF572)
OG0000735	Camp-dependent protein kinase type
OG0003384	ribosomal RNA small subunit methyltransferase
OG0001745	Belongs to the mannose-6-phosphate isomerase type 1 family
OG0005364	Allophanate hydrolase
OG0006840	alanine aminotransferase
OG0002016	pfkB family carbohydrate kinase
OG0003554	dihydrolipoyl dehydrogenase activity
OG0002101	acetylesterase activity
OG0001295	nuclear-transcribed mRNA catabolic process, nonsense-mediated decay
OG0002680	Cyclic nucleotide-monophosphate binding domain
OG0000066	Ca2+ insensitive EF hand
OG0000646	NFX1-type zinc finger-containing protein
OG0002934	activity. It is involved in the biological process described with carbohydrate metabolic process
OG0002502	spectrin binding
OG0003444	cysteine-type peptidase activity
OG0001071	Belongs to the sodium solute symporter (SSF) (TC 2.A.21) family
OG0003542	Rhomboid-related protein 1
OG0008541	Nucleotidyltransferase domain
OG0003501	heavy chain 3
OG0001135	DJ-1/PfpI family
OG0005744	Responsible for synthesis of pseudouridine from uracil- 13 in transfer RNAs
OG0009817	Protein tyrosine kinase
OG0003561	1-acyl-sn-glycerol-3-phosphate acyltransferase
OG0001511	Deoxynucleoside triphosphate triphosphohydrolase SAMHD1-like
OG0000099	Belongs to the universal ribosomal protein uL3 family
OG0008904	beta-fructofuranosidase activity
OG0001024	COG3119 Arylsulfatase A and related enzymes
OG0003593	-
OG0000921	protein serine/threonine kinase activity
OG0001963	Calcineurin-like phosphoesterase
OG0008766	May be involved in fusion of retrograde transport vesicles derived from an endocytic compartment with the Golgi complex
OG0008088	Possible plasma membrane-binding motif in junctophilins, PIP-5-kinases and protein kinases.
OG0001647	exonuclease domain-containing protein
OG0001810	ATP synthase
OG0000293	hydrolase activity, acting on acid anhydrides, in phosphorus-containing anhydrides
OG0006238	Dpy-30 motif
OG0000486	importin subunit
OG0005575	Circularly permuted ATP-grasp type 2
OG0000463	RNA recognition motif 2
OG0000322	Belongs to the heat shock protein 70 family
OG0000298	Translation release factor activity, codon specific. It is involved in the biological process described with translational termination
OG0009660	Enoyl-(Acyl carrier protein) reductase
OG0009110	ZIP Zinc transporter
OG0000058	cytochrome-c peroxidase activity
OG0004018	Belongs to the actin-binding proteins ADF family
OG0005921	alkylated DNA
OG0002479	Ulp1 protease family, C-terminal catalytic domain
OG0000115	RNA secondary structure unwinding
OG0008898	Belongs to the syntaxin family
OG0009125	N2-acetyl-L-ornithine:2-oxoglutarate 5-aminotransferase activity
OG0000287	asparagine synthase
OG0006685	Belongs to the uroporphyrinogen decarboxylase family
OG0002191	nitrite reductase (NAD(P)H) large subunit
OG0006690	rRNA (uridine-N3-)-methyltransferase activity
OG0005475	signal peptide processing
OG0005476	lysine N-methyltransferase activity
OG0002723	S1/P1 Nuclease
OG0004749	Calcium-dependent protein kinase
OG0001376	DNA replication
OG0002195	Protein kinase domain
OG0000533	transmembrane transporter activity
OG0005419	protein kinase activity
OG0000121	serine-type endopeptidase activity
OG0000490	RNA-binding protein mei2 homologue
OG0003523	aarF domain-containing protein kinase At4g31390
OG0003817	Belongs to the amidase family
OG0000795	ABC transporter
OG0001893	metalloexopeptidase activity
OG0000783	DNA polymerase
OG0004806	protein maturation
OG0005587	Anaphase promoting complex subunit 11. Source PGD
OG0009869	Protein tyrosine kinase
OG0000514	cAMP-dependent protein kinase activity
OG0001181	pectin acetylesterase activity
